country_code,country_name,year,indicator_code,indicator_name,value
ETH,Ethiopia,2020,NY.GDP.MKTP.CD,GDP (current US$),98676811061.4035
ETH,Ethiopia,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.05953089054807
ETH,Ethiopia,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),829.790982547947
ETH,Ethiopia,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),63.6280222831778
ETH,Ethiopia,2020,SL.TLF.TOTL.IN,"Labor force, total",49138941.0
ETH,Ethiopia,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),114.29
ETH,Ethiopia,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),2660.6
ETH,Ethiopia,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),28.9101982304795
ETH,Ethiopia,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",40987900273.8693
ETH,Ethiopia,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",37.5791137568863
ETH,Ethiopia,2021,NY.GDP.MKTP.CD,GDP (current US$),109070960371.859
ETH,Ethiopia,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.64153069257077
ETH,Ethiopia,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),893.00983544905
ETH,Ethiopia,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),63.4660144892329
ETH,Ethiopia,2021,SL.TLF.TOTL.IN,"Labor force, total",49963936.0
ETH,Ethiopia,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),116.51
ETH,Ethiopia,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),2690.9
ETH,Ethiopia,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),24.2638688064282
ETH,Ethiopia,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",46352752812.0
ETH,Ethiopia,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",37.6422268385035
ETH,Ethiopia,2022,NY.GDP.MKTP.CD,GDP (current US$),123140304666.0
ETH,Ethiopia,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.32175988403378
ETH,Ethiopia,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),982.103161506992
ETH,Ethiopia,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),62.9652872545333
ETH,Ethiopia,2022,SL.TLF.TOTL.IN,"Labor force, total",51764455.0
ETH,Ethiopia,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),2656.3
ETH,Ethiopia,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",48624556255.4517
ETH,Ethiopia,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",35.7864807848152
ETH,Ethiopia,2023,NY.GDP.MKTP.CD,GDP (current US$),135874093202.492
ETH,Ethiopia,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.59424599357075
ETH,Ethiopia,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),1055.81091592527
ETH,Ethiopia,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),62.1745084426461
ETH,Ethiopia,2023,SL.TLF.TOTL.IN,"Labor force, total",53419507.0
ETH,Ethiopia,2024,AG.YLD.CREL.KG,Cereal yield (kg per hectare),2631.6
ETH,Ethiopia,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",52070359092.7573
ETH,Ethiopia,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",34.7737782043855
ETH,Ethiopia,2024,NY.GDP.MKTP.CD,GDP (current US$),149740297952.986
ETH,Ethiopia,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.61277447511073
ETH,Ethiopia,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),1133.88279681719
ETH,Ethiopia,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),61.0084469389365
ETH,Ethiopia,2024,SL.TLF.TOTL.IN,"Labor force, total",55099611.0
IDN,Indonesia,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),108.22
IDN,Indonesia,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),5461.8
IDN,Indonesia,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),40.4899520829926
IDN,Indonesia,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",145073719801.151
IDN,Indonesia,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",13.6984142796138
IDN,Indonesia,2020,NY.GDP.MKTP.CD,GDP (current US$),1059054842698.48
IDN,Indonesia,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-2.06551182934165
IDN,Indonesia,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),3853.70288774146
IDN,Indonesia,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),29.3087481652973
IDN,Indonesia,2020,SL.TLF.TOTL.IN,"Labor force, total",137375390.0
IDN,Indonesia,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),108.64
IDN,Indonesia,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),5695.7
IDN,Indonesia,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),36.1990816015577
IDN,Indonesia,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",157570493811.041
IDN,Indonesia,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",13.2801691376596
IDN,Indonesia,2021,NY.GDP.MKTP.CD,GDP (current US$),1186509691086.73
IDN,Indonesia,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.70288562827751
IDN,Indonesia,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),4287.17313995098
IDN,Indonesia,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),28.9871998196831
IDN,Indonesia,2021,SL.TLF.TOTL.IN,"Labor force, total",135672770.0
IDN,Indonesia,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),111.41
IDN,Indonesia,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),5833.8
IDN,Indonesia,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),30.8527352858338
IDN,Indonesia,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",163563932040.55
IDN,Indonesia,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",12.3996501634108
IDN,Indonesia,2022,NY.GDP.MKTP.CD,GDP (current US$),1319101183380.15
IDN,Indonesia,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.30719722664799
IDN,Indonesia,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),4730.83484836107
IDN,Indonesia,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),29.2848629874109
IDN,Indonesia,2022,SL.TLF.TOTL.IN,"Labor force, total",139637843.0
IDN,Indonesia,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),5828.8
IDN,Indonesia,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),29.935375315129
IDN,Indonesia,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",171799580955.573
IDN,Indonesia,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",12.5294214769584
IDN,Indonesia,2023,NY.GDP.MKTP.CD,GDP (current US$),1371169301563.62
IDN,Indonesia,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.04902331835997
IDN,Indonesia,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),4876.30774512252
IDN,Indonesia,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),28.7792280576249
IDN,Indonesia,2023,SL.TLF.TOTL.IN,"Labor force, total",143318723.0
IDN,Indonesia,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),30.9729980083421
IDN,Indonesia,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",176054814059.639
IDN,Indonesia,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",12.6086658797584
IDN,Indonesia,2024,NY.GDP.MKTP.CD,GDP (current US$),1396300098190.97
IDN,Indonesia,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.03034469419038
IDN,Indonesia,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),4925.43048751861
IDN,Indonesia,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),27.9600749776458
IDN,Indonesia,2024,SL.TLF.TOTL.IN,"Labor force, total",145198137.0
IND,India,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),115.74
IND,India,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3391.0
IND,India,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),21.4094740100862
IND,India,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",499355674307.637
IND,India,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",18.6685376603727
IND,India,2020,NY.GDP.MKTP.CD,GDP (current US$),2674851578587.27
IND,India,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-5.77772470686801
IND,India,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),1907.04251637669
IND,India,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),44.6754951957099
IND,India,2020,SL.TLF.TOTL.IN,"Labor force, total",532528354.0
IND,India,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),120.63
IND,India,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3527.9
IND,India,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),19.5524130311129
IND,India,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",550236037721.842
IND,India,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",17.3725615260314
IND,India,2021,NY.GDP.MKTP.CD,GDP (current US$),3167270623260.47
IND,India,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),9.68959249192875
IND,India,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),2239.61384367482
IND,India,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),44.0791868866382
IND,India,2021,SL.TLF.TOTL.IN,"Labor force, total",550352877.0
IND,India,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),123.29
IND,India,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3564.0
IND,India,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),18.6518069060743
IND,India,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",553651248134.569
IND,India,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",16.5461295925754
IND,India,2022,NY.GDP.MKTP.CD,GDP (current US$),3346107287730.93
IND,India,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.60936497768895
IND,India,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),2347.44829434623
IND,India,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),42.8609991503088
IND,India,2022,SL.TLF.TOTL.IN,"Labor force, total",569155867.0
IND,India,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3602.0
IND,India,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),18.0442974446192
IND,India,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",589187429060.35
IND,India,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",16.1931893571591
IND,India,2023,NY.GDP.MKTP.CD,GDP (current US$),3638489096033.86
IND,India,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),9.19075493028345
IND,India,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),2530.12031278204
IND,India,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),43.5135811245793
IND,India,2023,SL.TLF.TOTL.IN,"Labor force, total",589486854.0
IND,India,2024,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3632.5
IND,India,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),18.5795533694083
IND,India,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",636742788037.657
IND,India,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",16.2854335605917
IND,India,2024,NY.GDP.MKTP.CD,GDP (current US$),3909891533858.08
IND,India,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.49476552383821
IND,India,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),2694.73780859961
IND,India,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),42.3547738876441
IND,India,2024,SL.TLF.TOTL.IN,"Labor force, total",608500805.0
KEN,Kenya,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),137.6
KEN,Kenya,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1842.6
KEN,Kenya,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),38.0454096339675
KEN,Kenya,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",22851997890.4805
KEN,Kenya,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.7027261604451
KEN,Kenya,2020,NY.GDP.MKTP.CD,GDP (current US$),100657505750.545
KEN,Kenya,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.272766327438816
KEN,Kenya,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),1927.66459027849
KEN,Kenya,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),51.2114910190421
KEN,Kenya,2020,SL.TLF.TOTL.IN,"Labor force, total",21267487.0
KEN,Kenya,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),133.91
KEN,Kenya,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1522.4
KEN,Kenya,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),38.1042168095825
KEN,Kenya,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",23561137205.7837
KEN,Kenya,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",21.4770750957252
KEN,Kenya,2021,NY.GDP.MKTP.CD,GDP (current US$),109703658904.994
KEN,Kenya,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.59048947333467
KEN,Kenya,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),2061.35622089594
KEN,Kenya,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),51.2354676158147
KEN,Kenya,2021,SL.TLF.TOTL.IN,"Labor force, total",22012863.0
KEN,Kenya,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),116.97
KEN,Kenya,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1477.4
KEN,Kenya,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),36.8769031537885
KEN,Kenya,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",24075706860.611
KEN,Kenya,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",21.0361920649933
KEN,Kenya,2022,NY.GDP.MKTP.CD,GDP (current US$),114448978152.637
KEN,Kenya,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.85998104287999
KEN,Kenya,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),2109.56288513137
KEN,Kenya,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),47.8270916176174
KEN,Kenya,2022,SL.TLF.TOTL.IN,"Labor force, total",22679572.0
KEN,Kenya,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),1757.5
KEN,Kenya,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),40.4232521954815
KEN,Kenya,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",23061311331.4392
KEN,Kenya,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",21.4522060902205
KEN,Kenya,2023,NY.GDP.MKTP.CD,GDP (current US$),107500884685.013
KEN,Kenya,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.71999241214208
KEN,Kenya,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),1942.58802756191
KEN,Kenya,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),47.1556460778454
KEN,Kenya,2023,SL.TLF.TOTL.IN,"Labor force, total",23353083.0
KEN,Kenya,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),34.992669732423
KEN,Kenya,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",27043723857.2442
KEN,Kenya,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.4728462758555
KEN,Kenya,2024,NY.GDP.MKTP.CD,GDP (current US$),120339557905.932
KEN,Kenya,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.72473994710138
KEN,Kenya,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),2132.43452097647
KEN,Kenya,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),46.5026257021267
KEN,Kenya,2024,SL.TLF.TOTL.IN,"Labor force, total",24031329.0
KHM,Cambodia,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),116.1
KHM,Cambodia,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3441.3
KHM,Cambodia,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),52.1880996073284
KHM,Cambodia,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",5932878727.28644
KHM,Cambodia,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",17.0396522911435
KHM,Cambodia,2020,NY.GDP.MKTP.CD,GDP (current US$),34818073901.4851
KHM,Cambodia,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-3.55572193406549
KHM,Cambodia,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),2081.73914242939
KHM,Cambodia,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),36.8999777254893
KHM,Cambodia,2020,SL.TLF.TOTL.IN,"Labor force, total",9480039.0
KHM,Cambodia,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),131.19
KHM,Cambodia,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3565.6
KHM,Cambodia,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),56.7989386581107
KHM,Cambodia,2021,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",28.0325110484223
KHM,Cambodia,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",6219161717.4979
KHM,Cambodia,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",16.9044143710096
KHM,Cambodia,2021,NY.GDP.MKTP.CD,GDP (current US$),36790163687.4421
KHM,Cambodia,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.08984284148661
KHM,Cambodia,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),2167.40324198499
KHM,Cambodia,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),37.1315873016896
KHM,Cambodia,2021,SL.TLF.TOTL.IN,"Labor force, total",9341945.0
KHM,Cambodia,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),130.37
KHM,Cambodia,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3654.0
KHM,Cambodia,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),58.4582111650594
KHM,Cambodia,2022,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",27.4923946808839
KHM,Cambodia,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",6616729923.53034
KHM,Cambodia,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",16.5440859884848
KHM,Cambodia,2022,NY.GDP.MKTP.CD,GDP (current US$),39994532959.6074
KHM,Cambodia,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.12990110773977
KHM,Cambodia,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),2325.03050040841
KHM,Cambodia,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),36.1906415430912
KHM,Cambodia,2022,SL.TLF.TOTL.IN,"Labor force, total",9850128.0
KHM,Cambodia,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3722.1
KHM,Cambodia,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),54.4507094975883
KHM,Cambodia,2023,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",50.3420177209934
KHM,Cambodia,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",7230271121.15493
KHM,Cambodia,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",17.0784472455351
KHM,Cambodia,2023,NY.GDP.MKTP.CD,GDP (current US$),42335646895.7984
KHM,Cambodia,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.00733043811898
KHM,Cambodia,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),2429.74853452838
KHM,Cambodia,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),35.304617697339
KHM,Cambodia,2023,SL.TLF.TOTL.IN,"Labor force, total",10027889.0
KHM,Cambodia,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),46.1114046291379
KHM,Cambodia,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",7683819250.32535
